"pa","Plant area (ha)_mean","Biodiversity cost_mean","Carbon cost_mean","Elephant conservation cost_mean","Plant area (ha)_sd","Biodiversity cost_sd","Carbon cost_sd","Elephant conservation cost_sd"
0,19863617.6235469,0.413546371976497,49.0671915262568,0.325989691673051,36.9507353419703,0.0979379896189125,23.3087112473106,0.230041119616939
1,3663209.06578103,0.555487905255745,59.710727615581,0.483306483021136,21.1168557780303,0.0950713433215999,30.7273015786242,0.253919347891605
